Year_Month,Card_type,Travel_Mode,Trip
Dec-2021,Concession,Train,639846.0
Dec-2021,Day Pass Child/Youth w/o SAF,Train,14.0
Dec-2021,Day Pass without SAF,Train,601.0
Dec-2021,Employee,Train,176929.0
Dec-2021,Free Travel,Train,15046.0
Dec-2021,School Student,Train,387366.0
Dec-2021,Senior/Pensioner,Train,1586825.0
Dec-2021,Sgl Trip Rail Adult,Train,55444.0
Dec-2021,Sgl Trip Rail Child/Youth,Train,34888.0
Jan-2022,Adult,Bus,3280150.0
Jan-2022,Adult Single Bus Trip 1,Bus,93.0
Jan-2022,Adult Single Bus Trip 2,Bus,21.0
Jan-2022,Adult Single Bus Trip 3,Bus,14.0
Jan-2022,CTP,Bus,2088109.0
Jan-2022,Child/Youth,Bus,552340.0
Jan-2022,Child/Youth Single Bus Trip 1,Bus,2.0
Jan-2022,Child/Youth Single Bus Trip 2,Bus,1.0
Jan-2022,Concession,Bus,332743.0
Jan-2022,Day Pass Child/Youth w/o SAF,Bus,9.0
Jan-2022,Day Pass without SAF,Bus,437.0
Jan-2022,Employee,Bus,37542.0
Jan-2022,Free Travel,Bus,16557.0
Jan-2022,On Demand,Bus,15290.0
Jan-2022,School Student,Bus,23011.0
Jan-2022,Senior/Pensioner,Bus,1915765.0
Jan-2022,Adult,Ferry,201854.0
Jan-2022,CTP,Ferry,211482.0
Jan-2022,Child/Youth,Ferry,70512.0
Jan-2022,Concession,Ferry,10798.0
Jan-2022,Day Pass Child/Youth w/o SAF,Ferry,2.0
Jan-2022,Day Pass without SAF,Ferry,8.0
Jan-2022,Employee,Ferry,4167.0
Jan-2022,Free Travel,Ferry,1295.0
Jan-2022,School Student,Ferry,584.0
Jan-2022,Senior/Pensioner,Ferry,96703.0
Jan-2022,Sgl Trip Ferry Adult,Ferry,15507.0
Jan-2022,Sgl Trip Ferry Child/Youth,Ferry,13836.0
Jan-2022,Adult,Light Rail,451366.0
Jan-2022,CTP,Light Rail,312879.0
Jan-2022,Child/Youth,Light Rail,55106.0
Jan-2022,Concession,Light Rail,45876.0
Jan-2022,Day Pass Child/Youth w/o SAF,Light Rail,1.0
Jan-2022,Day Pass without SAF,Light Rail,26.0
Jan-2022,Employee,Light Rail,4664.0
Jan-2022,Free Travel,Light Rail,1471.0
Jan-2022,School Student,Light Rail,793.0
Jan-2022,Senior/Pensioner,Light Rail,143982.0
Jan-2022,Sgl Trip LR Adult,Light Rail,1067.0
Jan-2022,Sgl Trip LR Child/Youth,Light Rail,873.0
Jan-2022,Adult,Metro,303258.0
Jan-2022,CTP,Metro,161355.0
Jan-2022,Child/Youth,Metro,72529.0
Jan-2022,Concession,Metro,50098.0
Jan-2022,Day Pass without SAF,Metro,5.0
Jan-2022,Employee,Metro,4492.0
Jan-2022,Free Travel,Metro,620.0
Jan-2022,School Student,Metro,2758.0
Jan-2022,Senior/Pensioner,Metro,48621.0
Jan-2022,Sgl Trip Rail Adult,Metro,1974.0
Jan-2022,Sgl Trip Rail Child/Youth,Metro,3432.0
Jan-2022,Adult,Train,5176801.0
Jan-2022,CTP,Train,2554131.0
Jan-2022,Child/Youth,Train,505128.0
Jan-2022,Concession,Train,429252.0
Jan-2022,Day Pass Child/Youth w/o SAF,Train,5.0
Jan-2022,Day Pass without SAF,Train,574.0
Jan-2022,Employee,Train,139527.0
Jan-2022,Free Travel,Train,10852.0
Jan-2022,School Student,Train,18336.0
Jan-2022,Senior/Pensioner,Train,1149408.0
Jan-2022,Sgl Trip Rail Adult,Train,40368.0
Jan-2022,Sgl Trip Rail Child/Youth,Train,32074.0
Feb-2022,Adult,Bus,4244808.0
Feb-2022,Adult Single Bus Trip 1,Bus,73.0
Feb-2022,Adult Single Bus Trip 2,Bus,28.0
Feb-2022,Adult Single Bus Trip 3,Bus,7.0
Feb-2022,CTP,Bus,2739591.0
Feb-2022,Child/Youth,Bus,562929.0
Feb-2022,Child/Youth Single Bus Trip 1,Bus,1.0
Feb-2022,Child/Youth Single Bus Trip 2,Bus,3.0
Feb-2022,Concession,Bus,566350.0
Feb-2022,Day Pass without SAF,Bus,389.0
Feb-2022,Employee,Bus,44817.0
Feb-2022,Free Travel,Bus,20091.0
Feb-2022,On Demand,Bus,18034.0
Feb-2022,School Student,Bus,1483705.0
Feb-2022,Senior/Pensioner,Bus,2280735.0
Feb-2022,Adult,Ferry,173621.0
Feb-2022,CTP,Ferry,184821.0
Feb-2022,Child/Youth,Ferry,23157.0
Feb-2022,Concession,Ferry,12268.0
Feb-2022,Day Pass without SAF,Ferry,4.0
Feb-2022,Employee,Ferry,3539.0
Feb-2022,Free Travel,Ferry,1061.0
Feb-2022,School Student,Ferry,9522.0
Feb-2022,Senior/Pensioner,Ferry,99494.0
Feb-2022,Sgl Trip Ferry Adult,Ferry,7854.0
Feb-2022,Sgl Trip Ferry Child/Youth,Ferry,3791.0
Feb-2022,Adult,Light Rail,553409.0
Feb-2022,CTP,Light Rail,400830.0
Feb-2022,Child/Youth,Light Rail,51964.0
Feb-2022,Concession,Light Rail,140277.0
Feb-2022,Day Pass without SAF,Light Rail,15.0
Feb-2022,Employee,Light Rail,4984.0
Feb-2022,Free Travel,Light Rail,1776.0
Feb-2022,School Student,Light Rail,35281.0
Feb-2022,Senior/Pensioner,Light Rail,180145.0
Feb-2022,Sgl Trip LR Adult,Light Rail,991.0
Feb-2022,Sgl Trip LR Child/Youth,Light Rail,415.0
Feb-2022,Adult,Metro,392103.0
Feb-2022,CTP,Metro,208243.0
Feb-2022,Child/Youth,Metro,69520.0
Feb-2022,Concession,Metro,90031.0
Feb-2022,Day Pass without SAF,Metro,3.0
Feb-2022,Employee,Metro,5587.0
Feb-2022,Free Travel,Metro,815.0
Feb-2022,School Student,Metro,107578.0
Feb-2022,Senior/Pensioner,Metro,62320.0
Feb-2022,Sgl Trip Rail Adult,Metro,2142.0
Feb-2022,Sgl Trip Rail Child/Youth,Metro,2430.0
Feb-2022,Adult,Train,6040182.0
Feb-2022,CTP,Train,3131179.0
Feb-2022,Child/Youth,Train,446173.0
Feb-2022,Concession,Train,707095.0
Feb-2022,Day Pass Child/Youth w/o SAF,Train,2.0
Feb-2022,Day Pass without SAF,Train,497.0
Feb-2022,Employee,Train,151437.0
Feb-2022,Free Travel,Train,13427.0
Feb-2022,School Student,Train,851333.0
Feb-2022,Senior/Pensioner,Train,1318743.0
Feb-2022,Sgl Trip Rail Adult,Train,44855.0
Feb-2022,Sgl Trip Rail Child/Youth,Train,23762.0
Mar-2022,Adult,Bus,5275005.0
Mar-2022,Adult Single Bus Trip 1,Bus,104.0
Mar-2022,Adult Single Bus Trip 2,Bus,38.0
Mar-2022,Adult Single Bus Trip 3,Bus,14.0
Mar-2022,CTP,Bus,3460409.0
Mar-2022,Child/Youth,Bus,542260.0
Mar-2022,Child/Youth Single Bus Trip 1,Bus,3.0
Mar-2022,Concession,Bus,896181.0
Mar-2022,Day Pass Child/Youth w/o SAF,Bus,18.0
Mar-2022,Day Pass without SAF,Bus,503.0
Mar-2022,Employee,Bus,52935.0
Mar-2022,Free Travel,Bus,23571.0
Mar-2022,On Demand,Bus,21147.0
Mar-2022,School Student,Bus,1469333.0
Mar-2022,Senior/Pensioner,Bus,2664934.0
Mar-2022,Adult,Ferry,215463.0
Mar-2022,CTP,Ferry,236344.0
Mar-2022,Child/Youth,Ferry,31567.0
Mar-2022,Concession,Ferry,15266.0
Mar-2022,Day Pass without SAF,Ferry,5.0
Mar-2022,Employee,Ferry,3318.0
Mar-2022,Free Travel,Ferry,1222.0
Mar-2022,School Student,Ferry,9308.0
Mar-2022,Senior/Pensioner,Ferry,108081.0
Mar-2022,Sgl Trip Ferry Adult,Ferry,11094.0
Mar-2022,Sgl Trip Ferry Child/Youth,Ferry,5201.0
Mar-2022,Adult,Light Rail,788385.0
Mar-2022,CTP,Light Rail,589751.0
Mar-2022,Child/Youth,Light Rail,56517.0
Mar-2022,Concession,Light Rail,226808.0
Mar-2022,Day Pass without SAF,Light Rail,21.0
Mar-2022,Employee,Light Rail,6799.0
Mar-2022,Free Travel,Light Rail,2527.0
Mar-2022,School Student,Light Rail,36097.0
Mar-2022,Senior/Pensioner,Light Rail,266341.0
Mar-2022,Sgl Trip LR Adult,Light Rail,1576.0
Mar-2022,Sgl Trip LR Child/Youth,Light Rail,671.0
Mar-2022,Adult,Metro,545201.0
Mar-2022,CTP,Metro,298153.0
Mar-2022,Child/Youth,Metro,70762.0
Mar-2022,Concession,Metro,184842.0
Mar-2022,Day Pass without SAF,Metro,5.0
Mar-2022,Employee,Metro,7699.0
Mar-2022,Free Travel,Metro,979.0
Mar-2022,School Student,Metro,123529.0
Mar-2022,Senior/Pensioner,Metro,80905.0
Mar-2022,Sgl Trip Rail Adult,Metro,3164.0
Mar-2022,Sgl Trip Rail Child/Youth,Metro,3428.0
Mar-2022,Adult,Train,7671085.0
Mar-2022,CTP,Train,4111466.0
Mar-2022,Child/Youth,Train,420388.0
Mar-2022,Concession,Train,1170947.0
Mar-2022,Day Pass Child/Youth w/o SAF,Train,2.0
Mar-2022,Day Pass without SAF,Train,529.0
Mar-2022,Employee,Train,189739.0
Mar-2022,Free Travel,Train,16367.0
Mar-2022,School Student,Train,911751.0
Mar-2022,Senior/Pensioner,Train,1614839.0
Mar-2022,Sgl Trip Rail Adult,Train,62264.0
Mar-2022,Sgl Trip Rail Child/Youth,Train,26392.0
Apr-2022,Adult,Bus,5006854.0
Apr-2022,Adult Single Bus Trip 1,Bus,149.0
Apr-2022,Adult Single Bus Trip 2,Bus,109.0
Apr-2022,Adult Single Bus Trip 3,Bus,148.0
Apr-2022,CTP,Bus,3146796.0
Apr-2022,Child/Youth,Bus,663096.0
Apr-2022,Child/Youth Single Bus Trip 1,Bus,12.0
Apr-2022,Child/Youth Single Bus Trip 2,Bus,3.0
Apr-2022,Concession,Bus,647357.0
Apr-2022,Day Pass Child/Youth w/o SAF,Bus,6.0
Apr-2022,Day Pass without SAF,Bus,367.0
Apr-2022,Employee,Bus,45399.0
Apr-2022,Free Travel,Bus,20971.0
Apr-2022,On Demand,Bus,19661.0
Apr-2022,School Student,Bus,574559.0
Apr-2022,Senior/Pensioner,Bus,2488231.0
Apr-2022,Adult,Ferry,424839.0
Apr-2022,CTP,Ferry,352454.0
Apr-2022,Child/Youth,Ferry,120905.0
Apr-2022,Concession,Ferry,18312.0
Apr-2022,Day Pass Child/Youth w/o SAF,Ferry,63.0
Apr-2022,Day Pass without SAF,Ferry,28.0
Apr-2022,Employee,Ferry,3903.0
Apr-2022,Free Travel,Ferry,1305.0
Apr-2022,School Student,Ferry,3866.0
Apr-2022,Senior/Pensioner,Ferry,141577.0
Apr-2022,Sgl Trip Ferry Adult,Ferry,12096.0
Apr-2022,Sgl Trip Ferry Child/Youth,Ferry,8094.0
Apr-2022,Adult,Light Rail,951394.0
Apr-2022,CTP,Light Rail,615146.0
Apr-2022,Child/Youth,Light Rail,125332.0
Apr-2022,Concession,Light Rail,174463.0
Apr-2022,Day Pass without SAF,Light Rail,6.0
Apr-2022,Employee,Light Rail,6552.0
Apr-2022,Free Travel,Light Rail,2358.0
Apr-2022,School Student,Light Rail,13166.0
Apr-2022,Senior/Pensioner,Light Rail,278917.0
Apr-2022,Sgl Trip LR Adult,Light Rail,1659.0
Apr-2022,Sgl Trip LR Child/Youth,Light Rail,896.0
Apr-2022,Adult,Metro,604787.0
Apr-2022,CTP,Metro,316827.0
Apr-2022,Child/Youth,Metro,126592.0
Apr-2022,Concession,Metro,124694.0
Apr-2022,Day Pass without SAF,Metro,2.0
Apr-2022,Employee,Metro,7373.0
Apr-2022,Free Travel,Metro,931.0
Apr-2022,School Student,Metro,53990.0
Apr-2022,Senior/Pensioner,Metro,96771.0
Apr-2022,Sgl Trip Rail Adult,Metro,2836.0
Apr-2022,Sgl Trip Rail Child/Youth,Metro,3682.0
Apr-2022,Adult,Train,8524511.0
Apr-2022,CTP,Train,4535313.0
Apr-2022,Child/Youth,Train,832396.0
Apr-2022,Concession,Train,953331.0
Apr-2022,Day Pass Child/Youth w/o SAF,Train,2.0
Apr-2022,Day Pass without SAF,Train,477.0
Apr-2022,Employee,Train,187612.0
Apr-2022,Free Travel,Train,16992.0
Apr-2022,School Student,Train,398546.0
Apr-2022,Senior/Pensioner,Train,1792395.0
Apr-2022,Sgl Trip Rail Adult,Train,59034.0
Apr-2022,Sgl Trip Rail Child/Youth,Train,31540.0
May-2022,Adult,Bus,5632116.0
May-2022,Adult Single Bus Trip 1,Bus,106.0
May-2022,Adult Single Bus Trip 2,Bus,34.0
May-2022,Adult Single Bus Trip 3,Bus,16.0
May-2022,CTP,Bus,3857044.0
May-2022,Child/Youth,Bus,550795.0
May-2022,Child/Youth Single Bus Trip 1,Bus,2.0
May-2022,Child/Youth Single Bus Trip 2,Bus,4.0
May-2022,Concession,Bus,756242.0
May-2022,Day Pass Child/Youth w/o SAF,Bus,17.0
May-2022,Day Pass without SAF,Bus,555.0
May-2022,Employee,Bus,54714.0
May-2022,Free Travel,Bus,25184.0
May-2022,On Demand,Bus,21803.0
May-2022,School Student,Bus,1453409.0
May-2022,Senior/Pensioner,Bus,2859536.0
May-2022,Adult,Ferry,285457.0
May-2022,CTP,Ferry,326216.0
May-2022,Child/Youth,Ferry,47597.0
May-2022,Concession,Ferry,15636.0
May-2022,Day Pass without SAF,Ferry,22.0
May-2022,Employee,Ferry,4405.0
May-2022,Free Travel,Ferry,1576.0
May-2022,School Student,Ferry,10250.0
May-2022,Senior/Pensioner,Ferry,140823.0
May-2022,Sgl Trip Ferry Adult,Ferry,16156.0
May-2022,Sgl Trip Ferry Child/Youth,Ferry,7719.0
May-2022,Adult,Light Rail,941120.0
May-2022,CTP,Light Rail,714401.0
May-2022,Child/Youth,Light Rail,58003.0
May-2022,Concession,Light Rail,147144.0
May-2022,Day Pass without SAF,Light Rail,25.0
May-2022,Employee,Light Rail,7314.0
May-2022,Free Travel,Light Rail,2750.0
May-2022,School Student,Light Rail,34231.0
May-2022,Senior/Pensioner,Light Rail,306419.0
May-2022,Sgl Trip LR Adult,Light Rail,2277.0
May-2022,Sgl Trip LR Child/Youth,Light Rail,915.0
May-2022,Adult,Metro,682645.0
May-2022,CTP,Metro,386701.0
May-2022,Child/Youth,Metro,76054.0
May-2022,Concession,Metro,160565.0
May-2022,Day Pass without SAF,Metro,11.0
May-2022,Employee,Metro,9020.0
May-2022,Free Travel,Metro,1291.0
May-2022,School Student,Metro,132269.0
May-2022,Senior/Pensioner,Metro,106441.0
May-2022,Sgl Trip Rail Adult,Metro,4086.0
May-2022,Sgl Trip Rail Child/Youth,Metro,4230.0
May-2022,Adult,Train,9530862.0
May-2022,CTP,Train,5491488.0
May-2022,Child/Youth,Train,514081.0
May-2022,Concession,Train,1075324.0
May-2022,Day Pass Child/Youth w/o SAF,Train,62.0
May-2022,Day Pass without SAF,Train,579.0
May-2022,Employee,Train,221741.0
May-2022,Free Travel,Train,20779.0
May-2022,School Student,Train,1012990.0
May-2022,Senior/Pensioner,Train,2003021.0
May-2022,Sgl Trip Rail Adult,Train,81255.0
May-2022,Sgl Trip Rail Child/Youth,Train,34097.0
Jun-2022,Adult,Bus,5574794.0
Jun-2022,Adult Single Bus Trip 1,Bus,93.0
Jun-2022,Adult Single Bus Trip 2,Bus,39.0
Jun-2022,Adult Single Bus Trip 3,Bus,8.0
Jun-2022,CTP,Bus,3877626.0
Jun-2022,Child/Youth,Bus,568172.0
Jun-2022,Child/Youth Single Bus Trip 1,Bus,4.0
Jun-2022,Child/Youth Single Bus Trip 2,Bus,2.0
Jun-2022,Concession,Bus,663253.0
Jun-2022,Day Pass Child/Youth w/o SAF,Bus,15.0
Jun-2022,Day Pass without SAF,Bus,665.0
Jun-2022,Employee,Bus,55746.0
Jun-2022,Free Travel,Bus,25494.0
Jun-2022,On Demand,Bus,19223.0
Jun-2022,School Student,Bus,1333603.0
Jun-2022,Senior/Pensioner,Bus,2859395.0
Jun-2022,Adult,Ferry,346291.0
Jun-2022,CTP,Ferry,406455.0
Jun-2022,Child/Youth,Ferry,81404.0
Jun-2022,Concession,Ferry,18557.0
Jun-2022,Day Pass without SAF,Ferry,16.0
Jun-2022,Employee,Ferry,5103.0
Jun-2022,Free Travel,Ferry,1857.0
Jun-2022,School Student,Ferry,8959.0
Jun-2022,Senior/Pensioner,Ferry,170352.0
Jun-2022,Sgl Trip Ferry Adult,Ferry,23803.0
Jun-2022,Sgl Trip Ferry Child/Youth,Ferry,16354.0
Jun-2022,Adult,Light Rail,974646.0
Jun-2022,CTP,Light Rail,765968.0
Jun-2022,Child/Youth,Light Rail,82612.0
Jun-2022,Concession,Light Rail,238148.0
Jun-2022,Day Pass without SAF,Light Rail,29.0
Jun-2022,Employee,Light Rail,8092.0
Jun-2022,Free Travel,Light Rail,2926.0
Jun-2022,School Student,Light Rail,30928.0
Jun-2022,Senior/Pensioner,Light Rail,337616.0
Jun-2022,Sgl Trip LR Adult,Light Rail,2940.0
Jun-2022,Sgl Trip LR Child/Youth,Light Rail,1753.0
Jun-2022,Adult,Metro,675361.0
Jun-2022,CTP,Metro,382184.0
Jun-2022,Child/Youth,Metro,87208.0
Jun-2022,Concession,Metro,113875.0
Jun-2022,Day Pass without SAF,Metro,5.0
Jun-2022,Employee,Metro,9548.0
Jun-2022,Free Travel,Metro,1147.0
Jun-2022,School Student,Metro,127005.0
Jun-2022,Senior/Pensioner,Metro,114975.0
Jun-2022,Sgl Trip Rail Adult,Metro,4440.0
Jun-2022,Sgl Trip Rail Child/Youth,Metro,5245.0
Jun-2022,Adult,Train,9599430.0
Jun-2022,CTP,Train,5787575.0
Jun-2022,Child/Youth,Train,658677.0
Jun-2022,Concession,Train,926877.0
Jun-2022,Day Pass Child/Youth w/o SAF,Train,196.0
Jun-2022,Day Pass without SAF,Train,752.0
Jun-2022,Employee,Train,223849.0
Jun-2022,Free Travel,Train,20476.0
Jun-2022,School Student,Train,928372.0
Jun-2022,Senior/Pensioner,Train,2065840.0
Jun-2022,Sgl Trip Rail Adult,Train,96650.0
Jun-2022,Sgl Trip Rail Child/Youth,Train,53636.0
Jul-2022,Adult,Bus,5385400.0
Jul-2022,Adult Single Bus Trip 1,Bus,85.0
Jul-2022,Adult Single Bus Trip 2,Bus,40.0
Jul-2022,Adult Single Bus Trip 3,Bus,18.0
Jul-2022,CTP,Bus,3838227.0
Jul-2022,Child/Youth,Bus,677145.0
Jul-2022,Child/Youth Single Bus Trip 1,Bus,1.0
Jul-2022,Child/Youth Single Bus Trip 3,Bus,1.0
Jul-2022,Concession,Bus,619503.0
Jul-2022,Day Pass Child/Youth w/o SAF,Bus,2.0
Jul-2022,Day Pass without SAF,Bus,591.0
Jul-2022,Employee,Bus,51073.0
Jul-2022,Free Travel,Bus,22670.0
Jul-2022,On Demand,Bus,18983.0
Jul-2022,School Student,Bus,649786.0
Jul-2022,Senior/Pensioner,Bus,2590620.0
Jul-2022,Adult,Ferry,257423.0
Jul-2022,CTP,Ferry,289461.0
Jul-2022,Child/Youth,Ferry,71905.0
Jul-2022,Concession,Ferry,12041.0
Jul-2022,Day Pass without SAF,Ferry,7.0
Jul-2022,Employee,Ferry,3361.0
Jul-2022,Free Travel,Ferry,1202.0
Jul-2022,School Student,Ferry,3722.0
Jul-2022,Senior/Pensioner,Ferry,104607.0
Jul-2022,Sgl Trip Ferry Adult,Ferry,21046.0
Jul-2022,Sgl Trip Ferry Child/Youth,Ferry,15127.0
Jul-2022,Adult,Light Rail,941788.0
Jul-2022,CTP,Light Rail,741452.0
Jul-2022,Child/Youth,Light Rail,107183.0
Jul-2022,Concession,Light Rail,191810.0
Jul-2022,Day Pass Child/Youth w/o SAF,Light Rail,4.0
Jul-2022,Day Pass without SAF,Light Rail,29.0
Jul-2022,Employee,Light Rail,7201.0
Jul-2022,Free Travel,Light Rail,2344.0
Jul-2022,School Student,Light Rail,14828.0
Jul-2022,Senior/Pensioner,Light Rail,275890.0
Jul-2022,Sgl Trip LR Adult,Light Rail,3443.0
Jul-2022,Sgl Trip LR Child/Youth,Light Rail,2392.0
Jul-2022,Adult,Metro,602643.0
Jul-2022,CTP,Metro,341982.0
Jul-2022,Child/Youth,Metro,113396.0
Jul-2022,Concession,Metro,102727.0
Jul-2022,Day Pass without SAF,Metro,8.0
Jul-2022,Employee,Metro,7928.0
Jul-2022,Free Travel,Metro,990.0
Jul-2022,School Student,Metro,64043.0
Jul-2022,Senior/Pensioner,Metro,94024.0
Jul-2022,Sgl Trip Rail Adult,Metro,3943.0
Jul-2022,Sgl Trip Rail Child/Youth,Metro,5458.0
Jul-2022,Adult,Train,8505857.0
Jul-2022,CTP,Train,5029629.0
Jul-2022,Child/Youth,Train,657340.0
Jul-2022,Concession,Train,821714.0
Jul-2022,Day Pass Child/Youth w/o SAF,Train,10.0
Jul-2022,Day Pass without SAF,Train,558.0
Jul-2022,Employee,Train,142520.0
Jul-2022,Free Travel,Train,16303.0
Jul-2022,School Student,Train,446561.0
Jul-2022,Senior/Pensioner,Train,1673035.0
Jul-2022,Sgl Trip Rail Adult,Train,78750.0
Jul-2022,Sgl Trip Rail Child/Youth,Train,46925.0
Aug-2022,Adult,Bus,6018740.0
Aug-2022,Adult Single Bus Trip 1,Bus,94.0
Aug-2022,Adult Single Bus Trip 2,Bus,52.0
Aug-2022,Adult Single Bus Trip 3,Bus,22.0
Aug-2022,CTP,Bus,4329612.0
Aug-2022,Child/Youth,Bus,556563.0
Aug-2022,Concession,Bus,898039.0
Aug-2022,Day Pass Child/Youth w/o SAF,Bus,9.0
Aug-2022,Day Pass without SAF,Bus,787.0
Aug-2022,Employee,Bus,55583.0
Aug-2022,Free Travel,Bus,26661.0
Aug-2022,On Demand,Bus,21070.0
Aug-2022,School Student,Bus,1558539.0
Aug-2022,Senior/Pensioner,Bus,2936059.0
Aug-2022,Adult,Ferry,294302.0
Aug-2022,CTP,Ferry,341515.0
Aug-2022,Child/Youth,Ferry,44986.0
Aug-2022,Concession,Ferry,16600.0
Aug-2022,Day Pass without SAF,Ferry,7.0
Aug-2022,Employee,Ferry,3470.0
Aug-2022,Free Travel,Ferry,1429.0
Aug-2022,School Student,Ferry,9400.0
Aug-2022,Senior/Pensioner,Ferry,137410.0
Aug-2022,Sgl Trip Ferry Adult,Ferry,21714.0
Aug-2022,Sgl Trip Ferry Child/Youth,Ferry,9912.0
Aug-2022,Adult,Light Rail,982069.0
Aug-2022,CTP,Light Rail,778397.0
Aug-2022,Child/Youth,Light Rail,61505.0
Aug-2022,Concession,Light Rail,172408.0
Aug-2022,Day Pass Child/Youth w/o SAF,Light Rail,5.0
Aug-2022,Day Pass without SAF,Light Rail,38.0
Aug-2022,Employee,Light Rail,7555.0
Aug-2022,Free Travel,Light Rail,2619.0
Aug-2022,School Student,Light Rail,33868.0
Aug-2022,Senior/Pensioner,Light Rail,307001.0
Aug-2022,Sgl Trip LR Adult,Light Rail,3200.0
Aug-2022,Sgl Trip LR Child/Youth,Light Rail,1261.0
Aug-2022,Adult,Metro,680455.0
Aug-2022,CTP,Metro,399797.0
Aug-2022,Child/Youth,Metro,68298.0
Aug-2022,Concession,Metro,186240.0
Aug-2022,Day Pass without SAF,Metro,3.0
Aug-2022,Employee,Metro,8780.0
Aug-2022,Free Travel,Metro,1041.0
Aug-2022,School Student,Metro,148403.0
Aug-2022,Senior/Pensioner,Metro,102663.0
Aug-2022,Sgl Trip Rail Adult,Metro,3449.0
Aug-2022,Sgl Trip Rail Child/Youth,Metro,3428.0
Aug-2022,Adult,Train,8832790.0
Aug-2022,CTP,Train,5206540.0
Aug-2022,Child/Youth,Train,416534.0
Aug-2022,Concession,Train,1138259.0
Aug-2022,Day Pass Child/Youth w/o SAF,Train,7.0
Aug-2022,Day Pass without SAF,Train,562.0
Aug-2022,Employee,Train,108228.0
Aug-2022,Free Travel,Train,15758.0
Aug-2022,School Student,Train,896023.0
Aug-2022,Senior/Pensioner,Train,1783567.0
Aug-2022,Sgl Trip Rail Adult,Train,68780.0
Aug-2022,Sgl Trip Rail Child/Youth,Train,24711.0
Sep-2022,Adult,Bus,5809458.0
Sep-2022,Adult Single Bus Trip 1,Bus,81.0
Sep-2022,Adult Single Bus Trip 2,Bus,48.0
Sep-2022,Adult Single Bus Trip 3,Bus,24.0
Sep-2022,CTP,Bus,4348438.0
Sep-2022,Child/Youth,Bus,623682.0
Sep-2022,Child/Youth Single Bus Trip 1,Bus,5.0
Sep-2022,Child/Youth Single Bus Trip 2,Bus,7.0
Sep-2022,Concession,Bus,747522.0
Sep-2022,Day Pass Child/Youth w/o SAF,Bus,6.0
Sep-2022,Day Pass without SAF,Bus,693.0
Sep-2022,Employee,Bus,53584.0
Sep-2022,Free Travel,Bus,24843.0
Sep-2022,On Demand,Bus,21062.0
Sep-2022,School Student,Bus,1050246.0
Sep-2022,Senior/Pensioner,Bus,2807482.0
Sep-2022,Adult,Ferry,302439.0
Sep-2022,CTP,Ferry,369608.0
Sep-2022,Child/Youth,Ferry,69066.0
Sep-2022,Concession,Ferry,14785.0
Sep-2022,Day Pass Child/Youth w/o SAF,Ferry,6.0
Sep-2022,Day Pass without SAF,Ferry,34.0
Sep-2022,Employee,Ferry,3624.0
Sep-2022,Free Travel,Ferry,1485.0
Sep-2022,School Student,Ferry,7475.0
Sep-2022,Senior/Pensioner,Ferry,135130.0
Sep-2022,Sgl Trip Ferry Adult,Ferry,24863.0
Sep-2022,Sgl Trip Ferry Child/Youth,Ferry,15116.0
Sep-2022,Adult,Light Rail,1017785.0
Sep-2022,CTP,Light Rail,839697.0
Sep-2022,Child/Youth,Light Rail,91882.0
Sep-2022,Concession,Light Rail,202936.0
Sep-2022,Day Pass without SAF,Light Rail,19.0
Sep-2022,Employee,Light Rail,7184.0
Sep-2022,Free Travel,Light Rail,2657.0
Sep-2022,School Student,Light Rail,26405.0
Sep-2022,Senior/Pensioner,Light Rail,305705.0
Sep-2022,Sgl Trip LR Adult,Light Rail,3426.0
Sep-2022,Sgl Trip LR Child/Youth,Light Rail,1837.0
Sep-2022,Adult,Metro,660673.0
Sep-2022,CTP,Metro,397176.0
Sep-2022,Child/Youth,Metro,88386.0
Sep-2022,Concession,Metro,132959.0
Sep-2022,Day Pass without SAF,Metro,4.0
Sep-2022,Employee,Metro,7222.0
Sep-2022,Free Travel,Metro,922.0
Sep-2022,School Student,Metro,103633.0
Sep-2022,Senior/Pensioner,Metro,106598.0
Sep-2022,Sgl Trip Rail Adult,Metro,3587.0
Sep-2022,Sgl Trip Rail Child/Youth,Metro,3904.0
Sep-2022,Adult,Train,8976720.0
Sep-2022,CTP,Train,5584493.0
Sep-2022,Child/Youth,Train,563286.0
Sep-2022,Concession,Train,1010931.0
Sep-2022,Day Pass Child/Youth w/o SAF,Train,11.0
Sep-2022,Day Pass without SAF,Train,661.0
Sep-2022,Employee,Train,118894.0
Sep-2022,Free Travel,Train,16554.0
Sep-2022,School Student,Train,632981.0
Sep-2022,Senior/Pensioner,Train,1849464.0
Sep-2022,Sgl Trip Rail Adult,Train,76159.0
Sep-2022,Sgl Trip Rail Child/Youth,Train,34558.0
Oct-2022,Adult,Bus,6136773.0
Oct-2022,Adult Single Bus Trip 1,Bus,134.0
Oct-2022,Adult Single Bus Trip 2,Bus,42.0
Oct-2022,Adult Single Bus Trip 3,Bus,22.0
Oct-2022,CTP,Bus,4854953.0
Oct-2022,Child/Youth,Bus,683823.0
Oct-2022,Concession,Bus,774831.0
Oct-2022,Day Pass Child/Youth w/o SAF,Bus,18.0
Oct-2022,Day Pass without SAF,Bus,788.0
Oct-2022,Employee,Bus,56671.0
Oct-2022,Free Travel,Bus,26586.0
Oct-2022,On Demand,Bus,20702.0
Oct-2022,School Student,Bus,1066215.0
