Year_Month,Card_type,Travel_Mode,Trip
Sep-2019,CTP,Light Rail,47200.0
Sep-2019,Child/Youth,Light Rail,36991.0
Sep-2019,Concession,Light Rail,34294.0
Sep-2019,Day Pass Child/Youth w/o SAF,Light Rail,67.0
Sep-2019,Day Pass without SAF,Light Rail,32.0
Sep-2019,Employee,Light Rail,1354.0
Sep-2019,Free Travel,Light Rail,1094.0
Sep-2019,School Student,Light Rail,9169.0
Sep-2019,Senior/Pensioner,Light Rail,148612.0
Sep-2019,Sgl Trip LR Adult,Light Rail,2291.0
Sep-2019,Sgl Trip LR Child/Youth,Light Rail,543.0
Sep-2019,Adult,Metro,1395364.0
Sep-2019,CTP,Metro,78623.0
Sep-2019,Child/Youth,Metro,87350.0
Sep-2019,Concession,Metro,188829.0
Sep-2019,Day Pass without SAF,Metro,8.0
Sep-2019,Employee,Metro,9631.0
Sep-2019,Free Travel,Metro,1872.0
Sep-2019,School Student,Metro,88990.0
Sep-2019,Senior/Pensioner,Metro,127687.0
Sep-2019,Sgl Trip Rail Adult,Metro,7742.0
Sep-2019,Sgl Trip Rail Child/Youth,Metro,3881.0
Sep-2019,Adult,Train,24439462.0
Sep-2019,CTP,Train,1419949.0
Sep-2019,Child/Youth,Train,958683.0
Sep-2019,Concession,Train,2030930.0
Sep-2019,Day Pass Child/Youth w/o SAF,Train,180.0
Sep-2019,Day Pass without SAF,Train,835.0
Sep-2019,Employee,Train,335156.0
Sep-2019,Free Travel,Train,34036.0
Sep-2019,School Student,Train,1156754.0
Sep-2019,Senior/Pensioner,Train,2906578.0
Sep-2019,Sgl Trip Rail Adult,Train,193064.0
Sep-2019,Sgl Trip Rail Child/Youth,Train,42711.0
Oct-2019,Adult,Bus,15278827.0
Oct-2019,Adult Single Bus Trip 1,Bus,68763.0
Oct-2019,Adult Single Bus Trip 2,Bus,35689.0
Oct-2019,Adult Single Bus Trip 3,Bus,8464.0
Oct-2019,CTP,Bus,1367495.0
Oct-2019,Child/Youth,Bus,1503845.0
Oct-2019,Child/Youth Single Bus Trip 1,Bus,23363.0
Oct-2019,Child/Youth Single Bus Trip 2,Bus,16736.0
Oct-2019,Child/Youth Single Bus Trip 3,Bus,4514.0
Oct-2019,Concession,Bus,1789622.0
Oct-2019,Day Pass Child/Youth w/o SAF,Bus,94.0
Oct-2019,Day Pass without SAF,Bus,1091.0
Oct-2019,Employee,Bus,96225.0
Oct-2019,Free Travel,Bus,42777.0
Oct-2019,On Demand,Bus,25895.0
Oct-2019,School Student,Bus,1933260.0
Oct-2019,Senior/Pensioner,Bus,4467434.0
Oct-2019,Adult,Ferry,782712.0
Oct-2019,CTP,Ferry,144705.0
Oct-2019,Child/Youth,Ferry,121078.0
Oct-2019,Concession,Ferry,23124.0
Oct-2019,Day Pass Child/Youth w/o SAF,Ferry,528.0
Oct-2019,Day Pass without SAF,Ferry,76.0
Oct-2019,Employee,Ferry,5071.0
Oct-2019,Free Travel,Ferry,2311.0
Oct-2019,School Student,Ferry,2381.0
Oct-2019,Senior/Pensioner,Ferry,211866.0
Oct-2019,Sgl Trip Ferry Adult,Ferry,36475.0
Oct-2019,Sgl Trip Ferry Child/Youth,Ferry,10120.0
Oct-2019,Adult,Light Rail,631702.0
Oct-2019,CTP,Light Rail,82384.0
Oct-2019,Child/Youth,Light Rail,56750.0
Oct-2019,Concession,Light Rail,36384.0
Oct-2019,Day Pass Child/Youth w/o SAF,Light Rail,13.0
Oct-2019,Day Pass without SAF,Light Rail,20.0
Oct-2019,Employee,Light Rail,1756.0
Oct-2019,Free Travel,Light Rail,1323.0
Oct-2019,School Student,Light Rail,6472.0
Oct-2019,Senior/Pensioner,Light Rail,178727.0
Oct-2019,Sgl Trip LR Adult,Light Rail,2286.0
Oct-2019,Sgl Trip LR Child/Youth,Light Rail,848.0
Oct-2019,Adult,Metro,1461547.869
Oct-2019,CTP,Metro,148911.5375
Oct-2019,Child/Youth,Metro,139949.1529
Oct-2019,Concession,Metro,234295.3295
Oct-2019,Day Pass without SAF,Metro,11.993033
Oct-2019,Employee,Metro,9796.150491
Oct-2019,Free Travel,Metro,1993.975411
Oct-2019,School Student,Metro,58308.79011
Oct-2019,Senior/Pensioner,Metro,139063.8281
Oct-2019,Sgl Trip Rail Adult,Metro,7918.73612
Oct-2019,Sgl Trip Rail Child/Youth,Metro,5121.971302
Oct-2019,Adult,Train,24651070.0
Oct-2019,CTP,Train,2485677.0
Oct-2019,Child/Youth,Train,1238755.0
Oct-2019,Concession,Train,2075291.0
Oct-2019,Day Pass Child/Youth w/o SAF,Train,258.0
Oct-2019,Day Pass without SAF,Train,895.0
Oct-2019,Employee,Train,353157.0
Oct-2019,Free Travel,Train,36726.0
Oct-2019,School Student,Train,771963.0
Oct-2019,Senior/Pensioner,Train,3130129.0
Oct-2019,Sgl Trip Rail Adult,Train,201464.0
Oct-2019,Sgl Trip Rail Child/Youth,Train,53099.0
Nov-2019,Adult,Bus,14719303.0
Nov-2019,Adult Single Bus Trip 1,Bus,52753.0
Nov-2019,Adult Single Bus Trip 2,Bus,27310.0
Nov-2019,Adult Single Bus Trip 3,Bus,7189.0
Nov-2019,CTP,Bus,2036680.0
Nov-2019,Child/Youth,Bus,1273847.0
Nov-2019,Child/Youth Single Bus Trip 1,Bus,14456.0
Nov-2019,Child/Youth Single Bus Trip 2,Bus,8991.0
Nov-2019,Child/Youth Single Bus Trip 3,Bus,2881.0
Nov-2019,Concession,Bus,1511797.0
Nov-2019,Day Pass Child/Youth w/o SAF,Bus,81.0
Nov-2019,Day Pass without SAF,Bus,998.0
Nov-2019,Employee,Bus,95973.0
Nov-2019,Free Travel,Bus,42709.0
Nov-2019,On Demand,Bus,26304.0
Nov-2019,School Student,Bus,2787603.0
Nov-2019,Senior/Pensioner,Bus,4444174.0
Nov-2019,Adult,Ferry,754173.0
Nov-2019,CTP,Ferry,169582.0
Nov-2019,Child/Youth,Ferry,73879.0
Nov-2019,Concession,Ferry,20952.0
Nov-2019,Day Pass Child/Youth w/o SAF,Ferry,431.0
Nov-2019,Day Pass without SAF,Ferry,111.0
Nov-2019,Employee,Ferry,5303.0
Nov-2019,Free Travel,Ferry,2126.0
Nov-2019,School Student,Ferry,3425.0
Nov-2019,Senior/Pensioner,Ferry,194361.0
Nov-2019,Sgl Trip Ferry Adult,Ferry,36807.0
Nov-2019,Sgl Trip Ferry Child/Youth,Ferry,5826.0
Nov-2019,Adult,Light Rail,613974.0
Nov-2019,CTP,Light Rail,98306.0
Nov-2019,Child/Youth,Light Rail,46507.0
Nov-2019,Concession,Light Rail,32785.0
Nov-2019,Day Pass without SAF,Light Rail,18.0
Nov-2019,Employee,Light Rail,1751.0
Nov-2019,Free Travel,Light Rail,1328.0
Nov-2019,School Student,Light Rail,9377.0
Nov-2019,Senior/Pensioner,Light Rail,170285.0
Nov-2019,Sgl Trip LR Adult,Light Rail,1971.0
Nov-2019,Sgl Trip LR Child/Youth,Light Rail,508.0
Nov-2019,Adult,Metro,1368787.0
Nov-2019,CTP,Metro,174479.0
Nov-2019,Child/Youth,Metro,92154.0
Nov-2019,Concession,Metro,168049.0
Nov-2019,Day Pass Child/Youth w/o SAF,Metro,5.0
Nov-2019,Day Pass without SAF,Metro,17.0
Nov-2019,Employee,Metro,9411.0
Nov-2019,Free Travel,Metro,1906.0
Nov-2019,School Student,Metro,92178.0
Nov-2019,Senior/Pensioner,Metro,130042.0
Nov-2019,Sgl Trip Rail Adult,Metro,7271.0
Nov-2019,Sgl Trip Rail Child/Youth,Metro,3238.0
Nov-2019,Adult,Train,23606323.0
Nov-2019,CTP,Train,3041703.0
Nov-2019,Child/Youth,Train,975672.0
Nov-2019,Concession,Train,1706591.0
Nov-2019,Day Pass Child/Youth w/o SAF,Train,429.0
Nov-2019,Day Pass without SAF,Train,1006.0
Nov-2019,Employee,Train,350623.0
Nov-2019,Free Travel,Train,35204.0
Nov-2019,School Student,Train,1140317.0
Nov-2019,Senior/Pensioner,Train,3041509.0
Nov-2019,Sgl Trip Rail Adult,Train,199332.0
Nov-2019,Sgl Trip Rail Child/Youth,Train,38441.0
Dec-2019,Adult,Bus,12722252.0
Dec-2019,Adult Single Bus Trip 1,Bus,51990.0
Dec-2019,Adult Single Bus Trip 2,Bus,27391.0
Dec-2019,Adult Single Bus Trip 3,Bus,7586.0
Dec-2019,CTP,Bus,2232214.0
Dec-2019,Child/Youth,Bus,1447321.0
Dec-2019,Child/Youth Single Bus Trip 1,Bus,17165.0
Dec-2019,Child/Youth Single Bus Trip 2,Bus,13106.0
Dec-2019,Child/Youth Single Bus Trip 3,Bus,4314.0
Dec-2019,Concession,Bus,1033031.0
Dec-2019,Day Pass Child/Youth w/o SAF,Bus,84.0
Dec-2019,Day Pass without SAF,Bus,850.0
Dec-2019,Employee,Bus,89096.0
Dec-2019,Free Travel,Bus,39503.0
Dec-2019,On Demand,Bus,23818.0
Dec-2019,School Student,Bus,1307381.0
Dec-2019,Senior/Pensioner,Bus,4182665.0
Dec-2019,Adult,Ferry,830422.0
Dec-2019,CTP,Ferry,216150.0
Dec-2019,Child/Youth,Ferry,132933.0
Dec-2019,Concession,Ferry,23086.0
Dec-2019,Day Pass Child/Youth w/o SAF,Ferry,25.0
Dec-2019,Day Pass without SAF,Ferry,79.0
Dec-2019,Employee,Ferry,5047.0
Dec-2019,Free Travel,Ferry,2168.0
Dec-2019,School Student,Ferry,2510.0
Dec-2019,Senior/Pensioner,Ferry,182312.0
Dec-2019,Sgl Trip Ferry Adult,Ferry,47920.0
Dec-2019,Sgl Trip Ferry Child/Youth,Ferry,15074.0
Dec-2019,Adult,Light Rail,1023861.0
Dec-2019,CTP,Light Rail,203419.0
Dec-2019,Child/Youth,Light Rail,118039.0
Dec-2019,Concession,Light Rail,46274.0
Dec-2019,Day Pass without SAF,Light Rail,16.0
Dec-2019,Employee,Light Rail,3226.0
Dec-2019,Free Travel,Light Rail,2233.0
Dec-2019,School Student,Light Rail,7486.0
Dec-2019,Senior/Pensioner,Light Rail,268570.0
Dec-2019,Sgl Trip LR Adult,Light Rail,7585.0
Dec-2019,Sgl Trip LR Child/Youth,Light Rail,2907.0
Dec-2019,Adult,Metro,1240804.0
Dec-2019,CTP,Metro,191824.0
Dec-2019,Child/Youth,Metro,151506.0
Dec-2019,Concession,Metro,117858.0
Dec-2019,Day Pass without SAF,Metro,7.0
Dec-2019,Employee,Metro,9472.0
Dec-2019,Free Travel,Metro,1910.0
Dec-2019,School Student,Metro,51793.0
Dec-2019,Senior/Pensioner,Metro,140387.0
Dec-2019,Sgl Trip Rail Adult,Metro,10143.0
Dec-2019,Sgl Trip Rail Child/Youth,Metro,7114.0
Dec-2019,Adult,Train,20632690.0
Dec-2019,CTP,Train,3082829.0
Dec-2019,Child/Youth,Train,1248962.0
Dec-2019,Concession,Train,1293890.0
Dec-2019,Day Pass Child/Youth w/o SAF,Train,103.0
Dec-2019,Day Pass without SAF,Train,841.0
Dec-2019,Employee,Train,313184.0
Dec-2019,Free Travel,Train,30754.0
Dec-2019,School Student,Train,539145.0
Dec-2019,Senior/Pensioner,Train,2856582.0
Dec-2019,Sgl Trip Rail Adult,Train,212735.0
Dec-2019,Sgl Trip Rail Child/Youth,Train,63435.0
Jan-2020,Adult,Bus,12404965.0
Jan-2020,Adult Single Bus Trip 1,Bus,49458.0
Jan-2020,Adult Single Bus Trip 2,Bus,25989.0
Jan-2020,Adult Single Bus Trip 3,Bus,7329.0
Jan-2020,CTP,Bus,2628423.0
Jan-2020,Child/Youth,Bus,1611069.0
Jan-2020,Child/Youth Single Bus Trip 1,Bus,18956.0
Jan-2020,Child/Youth Single Bus Trip 2,Bus,14724.0
Jan-2020,Child/Youth Single Bus Trip 3,Bus,5103.0
Jan-2020,Concession,Bus,910944.0
Jan-2020,Day Pass Child/Youth w/o SAF,Bus,67.0
Jan-2020,Day Pass without SAF,Bus,908.0
Jan-2020,Employee,Bus,86718.0
Jan-2020,Free Travel,Bus,38216.0
Jan-2020,On Demand,Bus,25607.0
Jan-2020,School Student,Bus,336070.0
Jan-2020,Senior/Pensioner,Bus,3965486.0
Jan-2020,Adult,Ferry,803124.0
Jan-2020,CTP,Ferry,232669.0
Jan-2020,Child/Youth,Ferry,180915.0
Jan-2020,Concession,Ferry,22170.0
Jan-2020,Day Pass Child/Youth w/o SAF,Ferry,4.0
Jan-2020,Day Pass without SAF,Ferry,29.0
Jan-2020,Employee,Ferry,5270.0
Jan-2020,Free Travel,Ferry,2192.0
Jan-2020,School Student,Ferry,914.0
Jan-2020,Senior/Pensioner,Ferry,208272.0
Jan-2020,Sgl Trip Ferry Adult,Ferry,48444.0
Jan-2020,Sgl Trip Ferry Child/Youth,Ferry,18322.0
Jan-2020,Adult,Light Rail,1287340.0
Jan-2020,CTP,Light Rail,288022.0
Jan-2020,Child/Youth,Light Rail,185322.0
Jan-2020,Concession,Light Rail,59744.0
Jan-2020,Day Pass Child/Youth w/o SAF,Light Rail,2.0
Jan-2020,Day Pass without SAF,Light Rail,24.0
Jan-2020,Employee,Light Rail,3301.0
Jan-2020,Free Travel,Light Rail,2769.0
Jan-2020,School Student,Light Rail,5056.0
Jan-2020,Senior/Pensioner,Light Rail,334259.0
Jan-2020,Sgl Trip LR Adult,Light Rail,10700.0
Jan-2020,Sgl Trip LR Child/Youth,Light Rail,4367.0
Jan-2020,Adult,Metro,1222213.0
Jan-2020,CTP,Metro,198421.0
Jan-2020,Child/Youth,Metro,173317.0
Jan-2020,Concession,Metro,108098.0
Jan-2020,Day Pass Child/Youth w/o SAF,Metro,2.0
Jan-2020,Day Pass without SAF,Metro,13.0
Jan-2020,Employee,Metro,8277.0
Jan-2020,Free Travel,Metro,1600.0
Jan-2020,School Student,Metro,9594.0
Jan-2020,Senior/Pensioner,Metro,130685.0
Jan-2020,Sgl Trip Rail Adult,Metro,7000.0
Jan-2020,Sgl Trip Rail Child/Youth,Metro,6226.0
Jan-2020,Adult,Train,20047422.0
Jan-2020,CTP,Train,3416625.0
Jan-2020,Child/Youth,Train,1383839.0
Jan-2020,Concession,Train,1177198.0
Jan-2020,Day Pass Child/Youth w/o SAF,Train,66.0
Jan-2020,Day Pass without SAF,Train,886.0
Jan-2020,Employee,Train,303539.0
Jan-2020,Free Travel,Train,29692.0
Jan-2020,School Student,Train,135534.0
Jan-2020,Senior/Pensioner,Train,2660591.0
Jan-2020,Sgl Trip Rail Adult,Train,176497.0
Jan-2020,Sgl Trip Rail Child/Youth,Train,67572.0
Feb-2020,Adult,Bus,12587420.0
Feb-2020,Adult Single Bus Trip 1,Bus,46306.0
Feb-2020,Adult Single Bus Trip 2,Bus,23497.0
Feb-2020,Adult Single Bus Trip 3,Bus,6781.0
Feb-2020,CTP,Bus,2889541.0
Feb-2020,Child/Youth,Bus,1267671.0
Feb-2020,Child/Youth Single Bus Trip 1,Bus,11037.0
Feb-2020,Child/Youth Single Bus Trip 2,Bus,7638.0
Feb-2020,Child/Youth Single Bus Trip 3,Bus,2825.0
Feb-2020,Concession,Bus,1322299.0
Feb-2020,Day Pass Child/Youth w/o SAF,Bus,48.0
Feb-2020,Day Pass without SAF,Bus,1070.0
Feb-2020,Employee,Bus,88938.0
Feb-2020,Free Travel,Bus,39465.0
Feb-2020,On Demand,Bus,25615.0
Feb-2020,School Student,Bus,2961680.0
Feb-2020,Senior/Pensioner,Bus,3924662.0
Feb-2020,Adult,Ferry,594851.0
Feb-2020,CTP,Ferry,192978.0
Feb-2020,Child/Youth,Ferry,47403.0
Feb-2020,Concession,Ferry,19386.0
Feb-2020,Day Pass without SAF,Ferry,21.0
Feb-2020,Employee,Ferry,4206.0
Feb-2020,Free Travel,Ferry,1854.0
Feb-2020,School Student,Ferry,6360.0
Feb-2020,Senior/Pensioner,Ferry,160799.0
Feb-2020,Sgl Trip Ferry Adult,Ferry,31263.0
Feb-2020,Sgl Trip Ferry Child/Youth,Ferry,4187.0
Feb-2020,Adult,Light Rail,1153361.0
Feb-2020,CTP,Light Rail,288259.0
Feb-2020,Child/Youth,Light Rail,74902.0
Feb-2020,Concession,Light Rail,90573.0
Feb-2020,Day Pass without SAF,Light Rail,61.0
Feb-2020,Employee,Light Rail,2953.0
Feb-2020,Free Travel,Light Rail,2461.0
Feb-2020,School Student,Light Rail,50375.0
Feb-2020,Senior/Pensioner,Light Rail,279333.0
Feb-2020,Sgl Trip LR Adult,Light Rail,7394.0
Feb-2020,Sgl Trip LR Child/Youth,Light Rail,1087.0
Feb-2020,Adult,Metro,1210442.0
Feb-2020,CTP,Metro,213212.0
Feb-2020,Child/Youth,Metro,104015.0
Feb-2020,Concession,Metro,148953.0
Feb-2020,Day Pass without SAF,Metro,25.0
Feb-2020,Employee,Metro,9771.0
Feb-2020,Free Travel,Metro,1583.0
Feb-2020,School Student,Metro,95832.0
Feb-2020,Senior/Pensioner,Metro,107389.0
Feb-2020,Sgl Trip Rail Adult,Metro,5660.0
Feb-2020,Sgl Trip Rail Child/Youth,Metro,3213.0
Feb-2020,Adult,Train,19921172.0
Feb-2020,CTP,Train,3621285.0
Feb-2020,Child/Youth,Train,851652.0
Feb-2020,Concession,Train,1536386.0
Feb-2020,Day Pass Child/Youth w/o SAF,Train,38.0
Feb-2020,Day Pass without SAF,Train,1062.0
Feb-2020,Employee,Train,314197.0
Feb-2020,Free Travel,Train,31272.0
Feb-2020,School Student,Train,1164671.0
Feb-2020,Senior/Pensioner,Train,2533490.0
Feb-2020,Sgl Trip Rail Adult,Train,159957.0
Feb-2020,Sgl Trip Rail Child/Youth,Train,33628.0
Mar-2020,Adult,Bus,9373131.0
Mar-2020,Adult Single Bus Trip 1,Bus,27590.0
Mar-2020,Adult Single Bus Trip 2,Bus,13872.0
Mar-2020,Adult Single Bus Trip 3,Bus,4215.0
Mar-2020,CTP,Bus,2271222.0
Mar-2020,Child/Youth,Bus,831831.0
Mar-2020,Child/Youth Single Bus Trip 1,Bus,6788.0
Mar-2020,Child/Youth Single Bus Trip 2,Bus,4348.0
Mar-2020,Child/Youth Single Bus Trip 3,Bus,1689.0
Mar-2020,Concession,Bus,1281861.0
Mar-2020,Day Pass Child/Youth w/o SAF,Bus,61.0
Mar-2020,Day Pass without SAF,Bus,953.0
Mar-2020,Employee,Bus,74277.0
Mar-2020,Free Travel,Bus,30754.0
Mar-2020,On Demand,Bus,19475.0
Mar-2020,School Student,Bus,2180536.0
Mar-2020,Senior/Pensioner,Bus,3068966.0
Mar-2020,Adult,Ferry,379294.0
Mar-2020,CTP,Ferry,132810.0
Mar-2020,Child/Youth,Ferry,26660.0
Mar-2020,Concession,Ferry,14976.0
Mar-2020,Day Pass without SAF,Ferry,17.0
Mar-2020,Employee,Ferry,2832.0
Mar-2020,Free Travel,Ferry,1216.0
Mar-2020,School Student,Ferry,5374.0
Mar-2020,Senior/Pensioner,Ferry,95471.0
Mar-2020,Sgl Trip Ferry Adult,Ferry,16082.0
Mar-2020,Sgl Trip Ferry Child/Youth,Ferry,2533.0
Mar-2020,Adult,Light Rail,750599.0
Mar-2020,CTP,Light Rail,194518.0
Mar-2020,Child/Youth,Light Rail,36004.0
Mar-2020,Concession,Light Rail,74522.0
Mar-2020,Day Pass Child/Youth w/o SAF,Light Rail,1.0
Mar-2020,Day Pass without SAF,Light Rail,20.0
Mar-2020,Employee,Light Rail,2236.0
Mar-2020,Free Travel,Light Rail,1552.0
Mar-2020,School Student,Light Rail,35191.0
Mar-2020,Senior/Pensioner,Light Rail,164755.0
Mar-2020,Sgl Trip LR Adult,Light Rail,4738.0
Mar-2020,Sgl Trip LR Child/Youth,Light Rail,547.0
Mar-2020,Adult,Metro,870038.0
Mar-2020,CTP,Metro,161357.0
Mar-2020,Child/Youth,Metro,58273.0
Mar-2020,Concession,Metro,169730.0
Mar-2020,Day Pass without SAF,Metro,17.0
Mar-2020,Employee,Metro,8133.0
Mar-2020,Free Travel,Metro,1152.0
Mar-2020,School Student,Metro,67738.0
Mar-2020,Senior/Pensioner,Metro,66483.0
Mar-2020,Sgl Trip Rail Adult,Metro,3309.0
Mar-2020,Sgl Trip Rail Child/Youth,Metro,2270.0
Mar-2020,Adult,Train,14771583.0
Mar-2020,CTP,Train,2677062.0
Mar-2020,Child/Youth,Train,509401.0
Mar-2020,Concession,Train,1470619.0
Mar-2020,Day Pass Child/Youth w/o SAF,Train,70.0
Mar-2020,Day Pass without SAF,Train,915.0
Mar-2020,Employee,Train,277750.0
Mar-2020,Free Travel,Train,22363.0
Mar-2020,School Student,Train,854274.0
Mar-2020,Senior/Pensioner,Train,1801124.0
Mar-2020,Sgl Trip Rail Adult,Train,97199.0
Mar-2020,Sgl Trip Rail Child/Youth,Train,23918.0
Apr-2020,Adult,Bus,3003345.0
Apr-2020,Adult Single Bus Trip 1,Bus,153.0
Apr-2020,Adult Single Bus Trip 2,Bus,71.0
Apr-2020,Adult Single Bus Trip 3,Bus,23.0
Apr-2020,CTP,Bus,734339.0
Apr-2020,Child/Youth,Bus,156022.0
Apr-2020,Child/Youth Single Bus Trip 1,Bus,19.0
Apr-2020,Child/Youth Single Bus Trip 2,Bus,15.0
Apr-2020,Child/Youth Single Bus Trip 3,Bus,7.0
Apr-2020,Concession,Bus,180150.0
Apr-2020,Day Pass Child/Youth w/o SAF,Bus,6.0
Apr-2020,Day Pass without SAF,Bus,444.0
Apr-2020,Employee,Bus,34370.0
Apr-2020,Free Travel,Bus,11618.0
Apr-2020,On Demand,Bus,7039.0
Apr-2020,School Student,Bus,28417.0
Apr-2020,Senior/Pensioner,Bus,1348784.0
Apr-2020,Adult,Ferry,46951.0
Apr-2020,CTP,Ferry,19718.0
Apr-2020,Child/Youth,Ferry,2268.0
Apr-2020,Concession,Ferry,1639.0
Apr-2020,Day Pass without SAF,Ferry,2.0
Apr-2020,Employee,Ferry,1112.0
Apr-2020,Free Travel,Ferry,348.0
Apr-2020,School Student,Ferry,89.0
Apr-2020,Senior/Pensioner,Ferry,18287.0
Apr-2020,Sgl Trip Ferry Adult,Ferry,522.0
Apr-2020,Sgl Trip Ferry Child/Youth,Ferry,294.0
Apr-2020,Adult,Light Rail,146481.0
Apr-2020,CTP,Light Rail,37047.0
Apr-2020,Child/Youth,Light Rail,3438.0
Apr-2020,Concession,Light Rail,6589.0
Apr-2020,Day Pass without SAF,Light Rail,11.0
Apr-2020,Employee,Light Rail,825.0
Apr-2020,Free Travel,Light Rail,258.0
Apr-2020,School Student,Light Rail,237.0
Apr-2020,Senior/Pensioner,Light Rail,36977.0
Apr-2020,Sgl Trip LR Adult,Light Rail,122.0
Apr-2020,Sgl Trip LR Child/Youth,Light Rail,47.0
Apr-2020,Adult,Metro,187366.0
Apr-2020,CTP,Metro,36251.0
Apr-2020,Child/Youth,Metro,5426.0
Apr-2020,Concession,Metro,12484.0
Apr-2020,Day Pass without SAF,Metro,5.0
Apr-2020,Employee,Metro,3234.0
Apr-2020,Free Travel,Metro,194.0
Apr-2020,School Student,Metro,787.0
Apr-2020,Senior/Pensioner,Metro,15988.0
Apr-2020,Sgl Trip Rail Adult,Metro,554.0
Apr-2020,Sgl Trip Rail Child/Youth,Metro,563.0
Apr-2020,Adult,Train,4344129.0
Apr-2020,CTP,Train,703420.0
Apr-2020,Child/Youth,Train,69680.0
Apr-2020,Concession,Train,169942.0
Apr-2020,Day Pass Child/Youth w/o SAF,Train,4.0
Apr-2020,Day Pass without SAF,Train,489.0
Apr-2020,Employee,Train,155620.0
Apr-2020,Free Travel,Train,6323.0
Apr-2020,School Student,Train,7775.0
Apr-2020,Senior/Pensioner,Train,617589.0
Apr-2020,Sgl Trip Rail Adult,Train,13577.0
Apr-2020,Sgl Trip Rail Child/Youth,Train,7177.0
May-2020,Adult,Bus,4107310.0
May-2020,Adult Single Bus Trip 1,Bus,138.0
May-2020,Adult Single Bus Trip 2,Bus,40.0
May-2020,Adult Single Bus Trip 3,Bus,25.0
May-2020,CTP,Bus,1156729.0
May-2020,Child/Youth,Bus,357558.0
May-2020,Child/Youth Single Bus Trip 1,Bus,25.0
May-2020,Child/Youth Single Bus Trip 2,Bus,8.0
May-2020,Child/Youth Single Bus Trip 3,Bus,4.0
May-2020,Concession,Bus,289775.0
May-2020,Day Pass Child/Youth w/o SAF,Bus,1.0
May-2020,Day Pass without SAF,Bus,393.0
May-2020,Employee,Bus,41491.0
May-2020,Free Travel,Bus,15935.0
May-2020,On Demand,Bus,10192.0
May-2020,School Student,Bus,727918.0
May-2020,Senior/Pensioner,Bus,1842193.0
May-2020,Adult,Ferry,101720.0
May-2020,CTP,Ferry,44239.0
May-2020,Child/Youth,Ferry,7998.0
May-2020,Concession,Ferry,4289.0
May-2020,Day Pass without SAF,Ferry,2.0
May-2020,Employee,Ferry,1370.0
May-2020,Free Travel,Ferry,551.0
May-2020,School Student,Ferry,1919.0
May-2020,Senior/Pensioner,Ferry,39819.0
May-2020,Sgl Trip Ferry Adult,Ferry,1162.0
May-2020,Sgl Trip Ferry Child/Youth,Ferry,659.0
May-2020,Adult,Light Rail,254202.0
May-2020,CTP,Light Rail,76246.0
May-2020,Child/Youth,Light Rail,11489.0
May-2020,Concession,Light Rail,14619.0
May-2020,Day Pass without SAF,Light Rail,10.0
May-2020,Employee,Light Rail,1119.0
May-2020,Free Travel,Light Rail,640.0
May-2020,School Student,Light Rail,17905.0
May-2020,Senior/Pensioner,Light Rail,67053.0
May-2020,Sgl Trip LR Adult,Light Rail,387.0
May-2020,Sgl Trip LR Child/Youth,Light Rail,163.0
May-2020,Adult,Metro,279666.0
May-2020,CTP,Metro,62148.0
May-2020,Child/Youth,Metro,18828.0
May-2020,Concession,Metro,23677.0
May-2020,Day Pass without SAF,Metro,8.0
May-2020,Employee,Metro,4482.0
May-2020,Free Travel,Metro,375.0
May-2020,School Student,Metro,28670.0
May-2020,Senior/Pensioner,Metro,29411.0
May-2020,Sgl Trip Rail Adult,Metro,841.0
May-2020,Sgl Trip Rail Child/Youth,Metro,1221.0
May-2020,Adult,Train,6117204.0
May-2020,CTP,Train,1195199.0
May-2020,Child/Youth,Train,199113.0
May-2020,Concession,Train,303299.0
May-2020,Day Pass without SAF,Train,446.0
May-2020,Employee,Train,179768.0
May-2020,Free Travel,Train,9664.0
May-2020,School Student,Train,345854.0
May-2020,Senior/Pensioner,Train,938107.0
May-2020,Sgl Trip Rail Adult,Train,21690.0
May-2020,Sgl Trip Rail Child/Youth,Train,13330.0
Jun-2020,Adult,Bus,5296996.0
Jun-2020,Adult Single Bus Trip 1,Bus,107.0
Jun-2020,Adult Single Bus Trip 2,Bus,61.0
Jun-2020,Adult Single Bus Trip 3,Bus,17.0
Jun-2020,CTP,Bus,1664174.0
Jun-2020,Child/Youth,Bus,605522.0
Jun-2020,Child/Youth Single Bus Trip 1,Bus,15.0
Jun-2020,Child/Youth Single Bus Trip 2,Bus,21.0
Jun-2020,Child/Youth Single Bus Trip 3,Bus,4.0
Jun-2020,Concession,Bus,456231.0
Jun-2020,Day Pass Child/Youth w/o SAF,Bus,22.0
Jun-2020,Day Pass without SAF,Bus,464.0
Jun-2020,Employee,Bus,50008.0
Jun-2020,Free Travel,Bus,21672.0
Jun-2020,On Demand,Bus,13690.0
Jun-2020,School Student,Bus,1891322.0
Jun-2020,Senior/Pensioner,Bus,2385697.0
Jun-2020,Adult,Ferry,177637.0
Jun-2020,CTP,Ferry,83342.0
Jun-2020,Child/Youth,Ferry,20127.0
Jun-2020,Concession,Ferry,9065.0
Jun-2020,Day Pass Child/Youth w/o SAF,Ferry,2.0
Jun-2020,Day Pass without SAF,Ferry,3.0
Jun-2020,Employee,Ferry,2289.0
Jun-2020,Free Travel,Ferry,1034.0
Jun-2020,School Student,Ferry,5401.0
Jun-2020,Senior/Pensioner,Ferry,72560.0
