Date,Log_Total_Trips,Log_Population,Time_Index,Population_YoY_Growth,COVID_Flag,Month
2024-06-01,17.730398036469342,16.52467387265896,95,1.408975541974966,0,6
2024-07-01,17.790826057247823,16.52467387265896,96,1.408975541974966,0,7
2024-08-01,17.873199613821722,16.52467387265896,97,1.408975541974966,0,8
2024-09-01,17.818765914689507,16.52467387265896,98,1.408975541974966,0,9
2024-10-01,17.883429084327265,16.52467387265896,99,1.408975541974966,0,10
2024-11-01,17.833168089965827,16.52467387265896,100,1.408975541974966,0,11
2024-12-01,17.75928876731084,16.52467387265896,101,1.408975541974966,0,12
2025-01-01,17.69531984962007,16.538931094593522,102,1.435934085677637,0,1
2025-02-01,17.79701842799091,16.538931094593522,103,1.435934085677637,0,2
2025-03-01,17.920751433325165,16.538931094593522,104,1.435934085677637,0,3
2025-04-01,17.80937676127177,16.538931094593522,105,1.435934085677637,0,4
2025-05-01,17.851821785302846,16.538931094593522,106,1.435934085677637,0,5
2025-06-01,17.803983766665695,16.538931094593522,107,1.435934085677637,0,6
2025-07-01,17.805816188999103,16.538931094593522,108,1.435934085677637,0,7
2025-08-01,17.834096488366338,16.538931094593522,109,1.435934085677637,0,8
2025-09-01,17.869101948992185,16.538931094593522,110,1.435934085677637,0,9
2025-10-01,17.903052743895977,16.538931094593522,111,1.435934085677637,0,10
2025-11-01,17.866798193432643,16.538931094593522,112,1.435934085677637,0,11
2025-12-01,17.791478497079314,16.538931094593522,113,1.435934085677637,0,12
